id,category,post
848,guilt_shame,That nagging 'not good enough' voice showed up again.
1553,appetite_sleep_change,Real talk: Trying to notice patterns without judging myself. Journaling and short walks help a bit.
1179,low_mood,Woke up heavy—like my energy got drained overnight. Setting tiny goals and tiny wins.
142,ptsd_like,"Update: Hypervigilant today—feels like my guard can't drop. Hydration and a stretch break, here we go."
409,fatigue,Tired behind the eyes even after resting. Stepping outside for a minute of fresh air.
1592,irritability,If anyone else needs to hear this: Apologizing in advance for my short fuse—working on it. Stepping outside for a minute of fresh air.
1188,fatigue,If anyone else needs to hear this: Energy meter keeps dipping into red for no reason.
531,somatic,Update: Stomach in knots when stress shows up. Journaling and short walks help a bit.
594,stress,If anyone else needs to hear this: So many tabs open in my head and none are loading.
1546,adhd_like,"Timer on, distractions off… still drifting."
1353,burnout,"Burnout check: deadlines, brain fog, and zero spark. Reminding myself that feelings pass."
824,adhd_like,Started five tasks and finished none—attention is on vacation. Setting tiny goals and tiny wins.
1248,anhedonia,Note to self: Joy feels muted—like the volume's turned down. Taking it one breath at a time.
1242,adhd_like,"Status check: Timer on, distractions off… still drifting."
1749,low_mood,Reminder to future me: Motivation is MIA and everything feels muted. Setting tiny goals and tiny wins.
61,burnout,If anyone else needs to hear this: Everything feels like a chore—even things I usually enjoy.
196,social_anxiety,Cancelling plans because my nerves won't cooperate.
729,adhd_like,"Not gonna lie— Hyperfocus yesterday, scattered confetti brain today. Stepping outside for a minute of fresh air."
922,fatigue,Tired behind the eyes even after resting. Journaling and short walks help a bit.
1607,loneliness,Miss the kind of conversation that leaves you lighter. Texting a friend to check in.
1860,brain_fog,Note to self: Reading the same sentence five times and still nothing. Setting tiny goals and tiny wins.
1545,social_anxiety,Today in mental health: Crowds turn my brain into static; need quiet time to reset. Reminding myself that feelings pass.
1050,stress,Not gonna lie— So many tabs open in my head and none are loading. Setting tiny goals and tiny wins.
1775,ocd_like_worry,Status check: Stuck on repeat—reassurance doesn't stick for long.
1734,stress,Trying to breathe through the stress one task at a time. Taking it one breath at a time.
1538,somatic,Stomach in knots when stress shows up.
529,panic_like,Status check: Counting breaths and waiting for the spike to pass. Trying to be patient with myself.
455,somatic,Status check: Neck and shoulders hosting a permanent knot convention. Taking it one breath at a time.
330,adhd_like,Real talk: Started five tasks and finished none—attention is on vacation. Stepping outside for a minute of fresh air.
1203,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Trying to be patient with myself.
1730,low_mood,Today in mental health: Feeling down today and can't shake the gray cloud. Texting a friend to check in.
1429,burnout,Reminder to future me: Everything feels like a chore—even things I usually enjoy.
1003,irritability,Reminder to future me: Everything feels a bit like nails on a chalkboard.
454,brain_fog,Reminder to future me: Brain is buffering… please wait.
1171,guilt_shame,Update: Wishing I could be kinder to myself when I slip up. Journaling and short walks help a bit.
1091,ocd_like_worry,Wish my mind had a 'good enough' button. Reminding myself that feelings pass.
1044,somatic,Update: Neck and shoulders hosting a permanent knot convention.
296,loneliness,If anyone else needs to hear this: Scrolling for company isn't cutting it today.
1090,adhd_like,If anyone else needs to hear this: Started five tasks and finished none—attention is on vacation. Reminding myself that feelings pass.
1181,insomnia,Third night in a row staring at the ceiling at 3AM.
395,irritability,Today in mental health: Apologizing in advance for my short fuse—working on it.
885,loneliness,Scrolling for company isn't cutting it today. Trying to be patient with myself.
1580,insomnia,Not gonna lie— Sleep and I are not on speaking terms lately.
1232,panic_like,Sudden wave of jitters out of nowhere—breathing through it. Setting tiny goals and tiny wins.
1037,loneliness,If anyone else needs to hear this: Surrounded by people yet feeling oddly alone. Setting tiny goals and tiny wins.
1054,ptsd_like,Grounding exercises helping a bit when I get startled. Stepping outside for a minute of fresh air.
1572,appetite_sleep_change,Reminder to future me: Appetite keeps swinging from 'meh' to 'everything' lately.
854,somatic,Real talk: Stomach in knots when stress shows up.
646,self_esteem,"Compliments bounce off; criticism sticks—working on flipping that. Hydration and a stretch break, here we go."
1117,irritability,Update: Everything feels a bit like nails on a chalkboard. Taking it one breath at a time.
1559,low_mood,"Motivation is MIA and everything feels muted. Hydration and a stretch break, here we go."
1389,anxiety,"Update: Overthinking every little thing again. Brain, please chill."
1515,appetite_sleep_change,Note to self: Body clock and hunger cues feel out of sync. Journaling and short walks help a bit.
627,self_esteem,Not gonna lie— Compliments bounce off; criticism sticks—working on flipping that.
1351,anxiety,Status check: My mind's racing with what-ifs and it's exhausting. Trying to be patient with myself.
1837,anhedonia,Note to self: Joy feels muted—like the volume's turned down. Texting a friend to check in.
653,adhd_like,Started five tasks and finished none—attention is on vacation. Journaling and short walks help a bit.
573,insomnia,Status check: Alarm goes off right when I finally drift off. Brutal.
1075,loneliness,Miss the kind of conversation that leaves you lighter. Journaling and short walks help a bit.
501,adhd_like,"Status check: Hyperfocus yesterday, scattered confetti brain today."
533,low_mood,Note to self: Feeling down today and can't shake the gray cloud.
1120,somatic,Headache visiting again—wish it would leave a forwarding address. Trying to be patient with myself.
558,adhd_like,If anyone else needs to hear this: Started five tasks and finished none—attention is on vacation. Journaling and short walks help a bit.
1520,self_esteem,Comparing myself to others is a trap I keep falling into. Trying to be patient with myself.
63,social_anxiety,Update: Cancelling plans because my nerves won't cooperate. Trying to be patient with myself.
1783,panic_like,Mind went blank and body hit the gas—classic surge of nerves. Trying to be patient with myself.
1506,stress,If anyone else needs to hear this: Tension living in my shoulders rent-free. Trying to be patient with myself.
125,loneliness,Surrounded by people yet feeling oddly alone.
889,irritability,Note to self: Snapped over something tiny—wish I could rewind. Stepping outside for a minute of fresh air.
1627,guilt_shame,Trying to remember progress > perfection. Texting a friend to check in.
383,insomnia,Status check: Alarm goes off right when I finally drift off. Brutal. Trying to be patient with myself.
1815,fatigue,Real talk: Dragging myself through the afternoon slump again. Trying to be patient with myself.
1583,social_anxiety,Small talk feels like a boss-level challenge sometimes. Stepping outside for a minute of fresh air.
1943,stress,Trying to breathe through the stress one task at a time. Journaling and short walks help a bit.
560,ptsd_like,Grounding exercises helping a bit when I get startled. Stepping outside for a minute of fresh air.
1669,panic_like,Counting breaths and waiting for the spike to pass.
299,appetite_sleep_change,Update: Body clock and hunger cues feel out of sync. Texting a friend to check in.
1970,anhedonia,Real talk: Hard to find the spark for stuff that once lit me up. Trying to be patient with myself.
898,stress,Note to self: Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
846,fatigue,If anyone else needs to hear this: Energy meter keeps dipping into red for no reason.
1365,panic_like,Counting breaths and waiting for the spike to pass.
291,social_anxiety,Reminder to future me: Cancelling plans because my nerves won't cooperate. Reminding myself that feelings pass.
791,guilt_shame,Today in mental health: Guilt brain is loud over small mistakes. Reminding myself that feelings pass.
